,link,Proj_name,BHK,Property_type,Area,Area_type,Floor,RERA_status,Property_age,Property_type,Sale_type,Own_type,Furnishing_type,Water_type,Powerbackup,Price
200,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-shreekrushna-complex-sasane-nagar-hadapsar-pune-547-sq-ft-spid-X56165626,"shreekrushna complex sasane nagar Hadapsar, Pune",1BHK,Residential Apartment,547 sq.ft.,Super Built-up Area,1st  of 4 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Co-operative Society,NA,NA,None,40 Lac
201,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-nagpal-marigold-hadapsar-pune-949-sq-ft-spid-Q33992591,"Nagpal Marigold Hadapsar, Pune",2BHK,Residential Apartment,949 sq.ft.,Super Built-up Area,5th  of 11 Floors,NOT AVAILABLE,Under Construction,Residential Apartment,Resale,Freehold,NA,NA,Full,40 Lac
202,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-dhaval-windscape-hadapsar-pune-688-sq-ft-spid-J38608733,"Dhaval Windscape Hadapsar, Pune",1BHK,Residential Apartment,688 sq.ft.,Super Built-up Area,7th  of 7 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Freehold,Unfurnished,"Municipal corporation,Borewell/Tank",Full,31 Lac
203,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-samarth-nivara-housing-society-manjari-budruk-pune-510-sq-ft-spid-Z50628958,"Samarth nivara Housing Society Manjari Budruk, Pune",1BHK,Residential Apartment,510 sq.ft.,Carpet Area,4th  of 4 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Co-operative Society,Furnished,Borewell/Tank,Partial,22.1 Lac
204,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-dnyanyash-park-gondhale-nagar-pune-650-sq-ft-spid-A36199565,"Dnyanyash Park Gondhale Nagar, Pune",1BHK,Residential Apartment,650 sq.ft.,Super Built-up Area,3rd  of 4 Floors,NOT AVAILABLE,10+ Year Old,Residential Apartment,Resale,Freehold,Unfurnished,"Municipal corporation,Borewell/Tank",None,28 Lac
205,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-swapnapurti-housing-society-hadapsar-pune-383-sq-ft-spid-T40435747,"Swapnapurti Housing Society Hadapsar, Pune",1BHK,Residential Apartment,383 sq.ft.,Built-up Area,1st  of 4 Floors,NOT AVAILABLE,10+ Year Old,Residential Apartment,Resale,Freehold,Semifurnished,"Municipal corporation,Borewell/Tank",None,24 Lac
206,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-dreams-aakruti-hadapsar-pune-676-sq-ft-spid-M40273623,"Dreams Aakruti Hadapsar, Pune",1BHK,Residential Apartment,676 sq.ft.,Built-up Area,4th  of 11 Floors,REGISTERED,5 to 10 Year Old,Residential Apartment,Resale,Co-operative Society,Semifurnished,"Municipal corporation,Borewell/Tank",Full,40 Lac
207,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-amanora-trendy-homes-hadapsar-pune-676-sq-ft-spid-H56142164,"Amanora Trendy Homes Hadapsar, Pune",1BHK,Residential Apartment,676 sq.ft.,Super Built-up Area,13rd  of 22 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Freehold,Unfurnished,NA,Full,62 Lac
208,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-dhavel-unnati-unnatinagar-pune-580-sq-ft-spid-O56141368,"Dhavel Unnati Unnatinagar, Pune",1BHK,Residential Apartment,580 sq.ft.,Super Built-up Area,4th  of 5 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Freehold,Furnished,NA,None,29 Lac
209,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-sai-residency-manjari-budruk-pune-700-sq-ft-spid-M53252582,"Sai Residency Manjari Budruk, Pune",1BHK,Residential Apartment,700 sq.ft.,Super Built-up Area,3rd  of 3 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Co-operative Society,Unfurnished,"Municipal corporation,Borewell/Tank",None,28 Lac
210,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-siddhivinayak-colony-mahadeonagar-pune-1000-sq-ft-spid-Z53223488,"Siddhivinayak Colony Mahadeonagar, Pune",1BHK,Residential Apartment,1000 sq.ft.,Super Built-up Area,3rd  of 4 Floors,NOT AVAILABLE,10+ Year Old,Residential Apartment,Resale,Freehold,Semifurnished,"Municipal corporation,Borewell/Tank",None,23 Lac
211,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-simplicity-apartments-hadapsar-pune-750-sq-ft-spid-H56100426,"Simplicity Apartments Hadapsar, Pune",2BHK,Residential Apartment,750 sq.ft.,Super Built-up Area,8th  of 9 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Freehold,Furnished,NA,None,42 Lac
212,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-mantri-market-hadapsar-gaon-pune-675-sq-ft-spid-Z56098666,"Mantri Market Hadapsar Gaon, Pune",1BHK,Residential Apartment,675 sq.ft.,Carpet Area,3rd  of 3 Floors,NOT AVAILABLE,10+ Year Old,Residential Apartment,Resale,Freehold,Semifurnished,NA,None,59.98 Lac
213,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-gini-sanskruti-udyog-nagar-pune-1045-sq-ft-spid-F56091792,"Gini Sanskruti Udyog Nagar, Pune",2BHK,Residential Apartment,1045 sq.ft.,Super Built-up Area,8th  of 9 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Freehold,NA,NA,None,58 Lac
214,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-amanora-neo-towers-hadapsar-pune-518-sq-ft-spid-N56085144,"Amanora Neo Towers Hadapsar, Pune",1BHK,Residential Apartment,48.11 sq.ft.,Carpet Area,31st  of 31 Floors,REGISTERED,1 to 5 Year Old,Residential Apartment,Resale,Freehold,Unfurnished,NA,Full,75 Lac
215,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-damodar-vihar-manjri-pune-630-sq-ft-spid-K52925882,"Damodar Vihar Manjri, Pune",1BHK,Residential Apartment,630 sq.ft.,Carpet Area,2nd  of 4 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Co-operative Society,Unfurnished,Municipal corporation,Partial,34 Lac
216,https://www.99acres.com/2-bhk-bedroom-builder-floor-for-sale-in-hadapsar-pune-750-sq-ft-spid-N56080196,"Hadapsar, Pune",2BHK,Independent/Builder Floor,750 sq.ft.,Built-up Area,3rd  of 4 Floors,NOT AVAILABLE,10+ Year Old,Independent/Builder Floor,NA,Freehold,Semifurnished,NA,None,60 Lac
217,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-new-front-48-east-park-kale-padal-pune-583-sq-ft-spid-K56071888,"New Front 48 East Park Kale Padal, Pune",1BHK,Residential Apartment,583 sq.ft.,Super Built-up Area,3rd  of 11 Floors,REGISTERED,0 to 1 Year Old,Residential Apartment,Resale,Power of Attorney,Unfurnished,Municipal corporation,Full,31 Lac
218,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-shivai-garden-hadapsar-pune-750-sq-ft-spid-L56069136,"Shivai Garden Hadapsar, Pune",2BHK,Residential Apartment,750 sq.ft.,Super Built-up Area,1st  of 3 Floors,NOT AVAILABLE,10+ Year Old,Residential Apartment,Resale,Freehold,Semifurnished,NA,None,60 Lac
219,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-gemini-housing-shewalewadi-pune-750-sq-ft-spid-K56036702,"Gemini Housing Shewalewadi, Pune",2BHK,Residential Apartment,750 sq.ft.,Carpet Area,12nd  of 12 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Freehold,Furnished,NA,None,81.5 Lac
220,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-naren-bliss-hadapsar-pune-1180-sq-ft-spid-X45612729,"Naren Bliss Hadapsar, Pune",2BHK,Residential Apartment,1180 sq.ft.,Super Built-up Area,11st  of 11 Floors,REGISTERED,1 to 5 Year Old,Residential Apartment,Resale,Freehold,Furnished,"Municipal corporation,Borewell/Tank",Partial,95 Lac
221,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-laxmi-residency-manjari-budruk-pune-650-sq-ft-spid-V56018582,"Laxmi residency Manjari Budruk, Pune",1BHK,Residential Apartment,650 sq.ft.,Super Built-up Area,4th  of 4 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Freehold,Unfurnished,Borewell/Tank,None,25.3 Lac
222,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-namrata-crystal-park-hadapsar-pune-839-sq-ft-spid-X55984324,"Namrata crystal Park Hadapsar, Pune",1BHK,Residential Apartment,839 sq.ft.,Super Built-up Area,1st  of 6 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Freehold,NA,NA,None,45 Lac
223,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-shiv-angan-heights-manjri-pune-600-sq-ft-spid-F25155396,"Shiv Angan Heights Manjri, Pune",1BHK,Residential Apartment,600 sq.ft.,Built-up Area,1st  of 6 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Freehold,Unfurnished,NA,Full,20 Lac
224,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-sv-agrawal-gardens-hadapsar-gaon-pune-950-sq-ft-spid-C47107065,"SV Agrawal Gardens Hadapsar Gaon, Pune",2BHK,Residential Apartment,950 sq.ft.,Built-up Area,6th  of 6 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Co-operative Society,Semifurnished,Municipal corporation,Full,59 Lac
225,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-kalpataru-serenity-manjri-pune-936-sq-ft-spid-D52615296,"Kalpataru Serenity Manjri, Pune",2BHK,Residential Apartment,936 sq.ft.,Built-up Area,11st  of 15 Floors,REGISTERED,1 to 5 Year Old,Residential Apartment,Resale,Freehold,Semifurnished,NA,None,60 Lac
226,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-akshar-altorios-malwadi-pune-1290-sq-ft-spid-Z55926052,"Akshar Altorios Malwadi, Pune",2BHK,Residential Apartment,1290 sq.ft.,Super Built-up Area,3rd  of 10 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Freehold,Unfurnished,"Municipal corporation,Borewell/Tank",None,91 Lac
227,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-sunrise-chs-hadapsar-pune-880-sq-ft-spid-I52956290,"Sunrise CHS Hadapsar, Pune",2BHK,Residential Apartment,880 sq.ft.,Built-up Area,6th  of 7 Floors,NOT AVAILABLE,10+ Year Old,Residential Apartment,Resale,Co-operative Society,Unfurnished,"Municipal corporation,Borewell/Tank",Partial,38 Lac
228,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-shiv-kunj-society-hadapsar-pune-835-sq-ft-spid-B50091396,"shiv kunj society Hadapsar, Pune",2BHK,Residential Apartment,835 sq.ft.,Super Built-up Area,1st  of 1 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Freehold,Semifurnished,Municipal corporation,None,50 Lac
229,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-prabhas-oasis-manjari-budruk-pune-737-sq-ft-spid-E38083873,"Prabhas Oasis Manjari Budruk, Pune",1BHK,Residential Apartment,737 sq.ft.,Super Built-up Area,5th  of 5 Floors,NOT AVAILABLE,0 to 1 Year Old,Residential Apartment,Resale,Freehold,Semifurnished,Borewell/Tank,Partial,25 Lac
230,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-dreams-aakruti-hadapsar-pune-706-sq-ft-spid-T55898090,"Dreams Aakruti Hadapsar, Pune",1BHK,Residential Apartment,706 sq.ft.,Carpet Area,4th  of 11 Floors,REGISTERED,5 to 10 Year Old,Residential Apartment,Resale,Co-operative Society,Unfurnished,NA,None,38 Lac
231,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-akshar-altorios-hadapsar-pune-598-sq-ft-spid-N53010208,"Akshar Altorios Hadapsar, Pune",1BHK,Residential Apartment,598 sq.ft.,Super Built-up Area,1st  of 12 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Freehold,NA,NA,None,60 Lac
232,https://www.99acres.com/2-bhk-bedroom-builder-floor-for-sale-in-kalepadal-pune-750-sq-ft-spid-T45209059,"Kalepadal, Pune",2BHK,Independent/Builder Floor,750 sq.ft.,Built-up Area,1st  of 3 Floors,NOT AVAILABLE,5 to 10 Year Old,Independent/Builder Floor,NA,Freehold,Unfurnished,NA,None,38 Lac
233,https://www.99acres.com/3-bhk-bedroom-residential-apartments-for-sale-in-sukhwani-emerald-hadapsar-pune-1300-sq-ft-spid-I40416207,"Sukhwani Emerald Hadapsar, Pune",3BHK,Residential Apartment,1300 sq.ft.,Super Built-up Area,9th  of 12 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Power of Attorney,NA,"Municipal corporation,Borewell/Tank",Partial,1.35 Cr
234,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-silver-tower-hadapsar-pune-965-sq-ft-spid-Q55871584,"Silver Tower Hadapsar, Pune",2BHK,Residential Apartment,965 sq.ft.,Carpet Area,1st  of 4 Floors,NOT AVAILABLE,10+ Year Old,Residential Apartment,Resale,Co-operative Society,Semifurnished,"Municipal corporation,Borewell/Tank",None,60 Lac
235,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-shiv-zen-world-manjri-pune-948-sq-ft-spid-N42032707,"Shiv Zen World Manjri, Pune",2BHK,Residential Apartment,948 sq.ft.,Super Built-up Area,4th  of 11 Floors,REGISTERED,Under Construction,Residential Apartment,Resale,Freehold,Semifurnished,NA,Full,53 Lac
236,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-pm-hills-apartment-ramtekadi-pune-830-sq-ft-spid-X55690578,"PM Hills Apartment Ramtekadi, Pune",2BHK,Residential Apartment,830 sq.ft.,Super Built-up Area,3rd  of 3 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Freehold,NA,NA,None,38 Lac
237,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-nilesh-prestige-hadapsar-pune-782-sq-ft-spid-Q55696284,"Nilesh Prestige Hadapsar, Pune",2BHK,Residential Apartment,782 sq.ft.,Super Built-up Area,1st  of 3 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Freehold,Semifurnished,"Municipal corporation,Borewell/Tank",None,41 Lac
238,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-dreams-elegance-hadapsar-pune-1060-sq-ft-spid-H37427939,"Dreams Elegance Hadapsar, Pune",2BHK,Residential Apartment,1060 sq.ft.,Super Built-up Area,6th  of 9 Floors,REGISTERED,5 to 10 Year Old,Residential Apartment,Resale,Freehold,Unfurnished,Municipal corporation,Full,50 Lac
239,https://www.99acres.com/1-bhk-bedroom-builder-floor-for-sale-in-manjari-budruk-pune-587-sq-ft-spid-M55602682,"Manjari Budruk, Pune",1BHK,Independent/Builder Floor,587 sq.ft.,Built-up Area,1st  of 4 Floors,NOT AVAILABLE,1 to 5 Year Old,Independent/Builder Floor,NA,Freehold,Unfurnished,NA,None,25 Lac
240,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-kalpataru-serenity-manjri-pune-924-sq-ft-spid-I55802764,"Kalpataru Serenity Manjri, Pune",2BHK,Residential Apartment,924 sq.ft.,Built-up Area,11st  of 12 Floors,REGISTERED,1 to 5 Year Old,Residential Apartment,Resale,Freehold,Furnished,"Municipal corporation,Borewell/Tank",Full,75 Lac
241,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-ratan-neptune-hadapsar-pune-915-sq-ft-spid-B55775966,"Ratan Neptune Hadapsar, Pune",2BHK,Residential Apartment,915 sq.ft.,Carpet Area,1st  of 15 Floors,REGISTERED,5 to 10 Year Old,Residential Apartment,Resale,Freehold,Unfurnished,NA,None,45 Lac
242,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-satyam-oak-vista-kale-padal-pune-480-sq-ft-spid-W55749444,"Satyam Oak Vista Kale Padal, Pune",1BHK,Residential Apartment,480 sq.ft.,Carpet Area,7th  of 9 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Leasehold,Semifurnished,"Municipal corporation,Borewell/Tank",Partial,34 Lac
243,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-mayur-geminus-hadapsar-pune-684-sq-ft-spid-L55362880,"Mayur Geminus Hadapsar, Pune",2BHK,Residential Apartment,684 sq.ft.,Carpet Area,6th  of 12 Floors,REGISTERED,1 to 5 Year Old,Residential Apartment,Resale,Freehold,Semifurnished,NA,None,40 Lac
244,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-dreams-estate-society-hadapsar-pune-637-sq-ft-spid-F55729504,"dreams estate society Hadapsar, Pune",1BHK,Residential Apartment,637 sq.ft.,Super Built-up Area,2nd  of 6 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Freehold,NA,NA,None,27 Lac
245,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-blossom-leaf-ramtekdi-hadapsar-ramtekadi-pune-806-sq-ft-spid-P55695510,"Blossom leaf Ramtekdi Hadapsar Ramtekadi, Pune",2BHK,Residential Apartment,806 sq.ft.,Carpet Area,3rd  of 3 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Freehold,Semifurnished,Municipal corporation,None,60 Lac
246,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-yash-ravi-park-hadapsar-pune-560-sq-ft-spid-M55683338,"Yash Ravi Park Hadapsar, Pune",1BHK,Residential Apartment,560 sq.ft.,Super Built-up Area,5th  of 9 Floors,NOT AVAILABLE,10+ Year Old,Residential Apartment,Resale,Freehold,Unfurnished,NA,None,32 Lac
247,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-nilesh-samruddhi-hadapsar-pune-976-sq-ft-spid-H45363965,"Nilesh Samruddhi Hadapsar, Pune",2BHK,Residential Apartment,976 sq.ft.,Super Built-up Area,8th  of 11 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Freehold,Furnished,NA,Full,48 Lac
248,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-namo-residency-hadapsar-pune-557-sq-ft-spid-E55675402,"namo residency Hadapsar, Pune",1BHK,Residential Apartment,557 sq.ft.,Super Built-up Area,4th  of 6 Floors,NOT AVAILABLE,10+ Year Old,Residential Apartment,Resale,Freehold,Semifurnished,NA,None,30 Lac
249,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-sankeshwar-sunshine-city-kalepadal-pune-583-sq-ft-spid-C55669782,"Sankeshwar Sunshine City Kalepadal, Pune",1BHK,Residential Apartment,583 sq.ft.,Built-up Area,3rd  of 11 Floors,NOT AVAILABLE,0 to 1 Year Old,Residential Apartment,Resale,Co-operative Society,Unfurnished,Municipal corporation,Full,29.15 Lac
250,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-self-hadapsar-pune-1000-sq-ft-spid-O52808632,"self Hadapsar, Pune",1BHK,Residential Apartment,1000 sq.ft.,Super Built-up Area,Basement of 1 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Freehold,NA,NA,None,35 Lac
251,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-hill-side-ramtekadi-pune-921-sq-ft-spid-I52743766,"Hill Side Ramtekadi, Pune",2BHK,Residential Apartment,921 sq.ft.,Built-up Area,5th  of 7 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Co-operative Society,Unfurnished,NA,None,43 Lac
252,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-selene-park-hadapsar-pune-700-sq-ft-spid-A45571645,"Selene Park Hadapsar, Pune",1BHK,Residential Apartment,700 sq.ft.,Super Built-up Area,7th  of 9 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Freehold,Unfurnished,NA,None,28 Lac
253,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-ram-india-sampanna-homes-manjri-pune-1050-sq-ft-spid-G27794629,"Ram India Sampanna Homes Manjri, Pune",2BHK,Residential Apartment,1050 sq.ft.,Super Built-up Area,7th  of 7 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Freehold,Unfurnished,"Borewell/Tank,Municipal corporation",Partial,50.5 Lac
254,https://www.99acres.com/studio-apartments-for-sale-in-anandi-park-manjari-budruk-pune-400-sq-ft-spid-E52502696,"Anandi Park Manjari Budruk, Pune",1RK,Studio Apartment,400 sq.ft.,Built-up Area,5th  of 5 Floors,NOT AVAILABLE,1 to 5 Year Old,Studio Apartment,Resale,Freehold,Furnished,NA,None,13.5 Lac
255,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-mayur-geminus-hadapsar-pune-558-sq-ft-spid-E55525480,"Mayur Geminus Hadapsar, Pune",2BHK,Residential Apartment,51.83 sq.ft.,Carpet Area,2nd  of 12 Floors,REGISTERED,1 to 5 Year Old,Residential Apartment,Resale,Freehold,Semifurnished,Municipal corporation,None,41 Lac
256,https://www.99acres.com/3-bhk-bedroom-builder-floor-for-sale-in-hadapsar-pune-4610-sq-ft-spid-B55517350,"Hadapsar, Pune",3BHK,Independent/Builder Floor,4610 sq.ft.,Super Built-up Area,1st  of 2 Floors,NOT AVAILABLE,5 to 10 Year Old,Independent/Builder Floor,NA,Freehold,Unfurnished,NA,None,2.1 Cr
257,https://www.99acres.com/3-bhk-bedroom-builder-floor-for-sale-in-gadital-pune-1150-sq-ft-spid-H45444509,"Gadital, Pune",3BHK,Independent/Builder Floor,1150 sq.ft.,Built-up Area,Ground of 3 Floors,NOT AVAILABLE,10+ Year Old,Independent/Builder Floor,NA,Freehold,Furnished,NA,None,75 Lac
258,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-tirupati-housing-society-vitthal-nagar-pune-470-sq-ft-spid-H35323329,"Tirupati Housing society Vitthal Nagar, Pune",1BHK,Residential Apartment,470 sq.ft.,Super Built-up Area,2nd  of 4 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Co-operative Society,NA,NA,None,22 Lac
